anio,codigo,descripcion,categoria,total
2025,6660,Forzar barrera/evadir pago peaje autopista,peajes,1750457
2025,6680,Obstruir vía Transversal/Ciclovía/Vereda/Estac. reservado,otras,7072
2025,6700,No ceder Paso a Polic/Bombe/Ambula/Serv.Pub.o Urgen.,otras,47
2025,6720,Interrumpir Filas Escolares,otras,12
2025,6740,No respetar Senda Peatonal/Paso Peaton,otras,99039
2025,6760,Circular por Zona/Carril o c/peso/poten./tamaño Prohibido,carriles,341742
2025,6761,"Carriles o vías prohíbidas (tránsito rápido,diferenciado,metrobus)",carriles,266377
2025,6762,"Carriles o vías prohíbidas (ciclovía,contramano en contracarril)",otras,11376
2025,6763,Circular por Zona/Carril o c/peso/poten./tamaño Prohibido,otras,14868
2025,6780,Prohib.circular según DIA/HORA/CARAC.VEHIC (vehículos),otras,134
2025,6781,Prohib.circular según DIA/HORA/CARAC.VEHIC y/u OCUPANTES (moto),otras,16
2025,6782,Prohib.circular según DIA/HORA/CARAC.VEHIC y/u OCUPANTES s/norma 5.3.2.i Ley2148 (MOTO),otras,4
2025,6800,Nro.ocupantes mayor a capacidad vehiculo,otras,233
2025,6820,No respetar lugar asc/desc-acercar a acera/puertas abiertas etc(pasajeros),otras,592
2025,6830,Ocupar lugar no destinado para viajar,otras,16
2025,6840,No cumplir norma uso radio/reproductor sonido/fumar/trato al pasajero,otras,23
2025,6850,No cumplir norma horario/ropa/requisito vehiculo Tte. pasajero,otras,14
2025,6860,No Cumplir Normas s/requisitos Vehículos Escolares c/habilitación,otras,1
2025,6862,Conducir sin poseer la licencia,otras,3132
2025,6870,No Cumplir Normas s/requisitos Vehículos de Transporte c/habilitación,otras,22
2025,6871,Servicio de Taxis Sin Habilitación,otras,11
2025,6875,"Servicio de radio taxi, titular o mandataria que realice promociones o cobre tarifa no autorizada",otras,1
2025,6876,No aplicación de la tarifa de taxi vigente,otras,1
2025,6877,No Cumplir Normas/requisitos Vehículos de Transporte sin habilitación,otras,13
2025,6878,Requisitos de los vehiculos de transporte de carga,otras,6
2025,6879,Requisitos de los vehiculos de transporte de carga sin habilitacion,otras,53
2025,6880,No cumplir norma  Peso/dimen/permisos/carga descubierta/seguro(carga),otras,19
2025,6881,"Transporte de carga (transp.Explosivos, inflamables, animales, etc.)",otras,3
2025,6882,Prestacion servicio publico Taxis c/licencia taxi vencida (dentro 360 vencida),otras,24
2025,6883,Prestacion servicio publico Taxis c/licencia vencida (mas de 360 vencida),otras,8
2025,6890,Carga y descarga fuera de hora/lugar prohibido,otras,589
2025,6900,Estac. lugar prohib./forma indebida/antirreglamentaria,estacionamiento,249738
2025,6907,Estacionar en doble fila,estacionamiento,19680
2025,6910,Estac. LUGAR RESERVADO (paradas/garage/ciclovias/carril exclusivo/Micro-Macrocentro/otros),estacionamiento,128465
2025,6911,Estacionar en LUGAR RESERVADO Vehíc. Persona discapac./RAMPA discapac.,estacionamiento,12781
2025,6920,Estac. lugar sin ticket/hora vencida,estacionamiento,139279
2025,6935,Estacionamiento en areas peatonales,estacionamiento,42046
2025,6950,Enseñar conduccion en lugar no autorizado,estacionamiento,10
2025,6960,Enseñar conduccion (por Academia) en lugar no autorizado,estacionamiento,7
2025,6970,Peaton: No respetar lugar cruce calles/aven./semaforos,estacionamiento,179
2025,6980,No respetar indicaciones Autoridad dirige Transito,estacionamiento,11723
2025,7001,Infraccion regimen motovehiculos,alcohol_otros,4798
2025,7002,Circular con acompañante que no usa el  CHALECO reflectante obligatorio (MOTO),alcohol_otros,210
2025,7010,Circular sin utilizar Antiparras (Moto/Ciclomotor/motoneta),alcohol_otros,24
2025,7021,(Ciclorodado) Regimen ciclorodados y dipositivos de movilidad personal,alcohol_otros,26
2025,7022,(Dispositivo movilidad personal) Regimen ciclorodados y dipositivos de movilidad personal,alcohol_otros,2
2025,7030,Incumplir Normas Tte.Privado pasajeros/Alquiler auto s/chofer,alcohol_otros,4
2025,7045,Obstruccion de estacionamiento y/o circulacion,alcohol_otros,955
2025,7050,Violar Luz Roja,alcohol_otros,97067
2025,7062,Negarse a someterse al control de alcoholemia/estupefac/otra sustancia similar (conductor/acompaña),alcohol,286
2025,7063,Contribución a conducción peligrosa.,alcohol_otros,172
2025,7064,Utilizar en infraccion cartel/credencial/documento sobre franquicia transito/estacionamiento,alcohol_otros,6397
2025,7065,Uso indebido de luces,alcohol_otros,50
2025,7066,Utilizacion de luces prohibidas,alcohol_otros,39
2025,7462,Conducir con nivel alcohol mayor 0.5 y menor 1 gr/Lt/sangre (vehículo),alcohol,2727
2025,7463,Conducir con nivel alcohol mayor 0.2 y menor 1 gr/Lt/sangre (Moto),alcohol,293
2025,7464,Conducir con nivel alcohol mayor 0.0 y menor 1 gr/Lt/sangre (Tte Pasajeros/Carga/principiante),alcohol,144
2025,7467,Afectar calzada sin autorizacion c/evento/obra q no implica apertura/rotura,alcohol_otros,14
2025,7468,Afectar calzada c/evento/obra q no implica apertura/rotura (excede autorizacion),alcohol_otros,6
2025,7469,Afectar calzada c/evento/obra (incumple manual señalizacion vial transitoria),alcohol_otros,3
2025,7540,No cumplir Norma de habilitacion tecnica Remise/Escolares/Taxi,alcohol_otros,1
2025,8080,Abandonar vehiculo en la via publica,otras,4
2025,8880,Incumplimiento de identificacion de conductor,otras,30800
2025,8884,Señalizacion de obras,otras,10
2025,8885,"Paradas, otras señales y simbolos",otras,167
2025,8886,Conductores principiantes,otras,10
2025,8910,Violación de Barreras Ferroviarias - Particular,otras,478
2025,8911,Violación de Barreras Ferroviarias - Transporte,otras,8
2025,8916,Habilitación de empresa de radio taxi vencida (mas de 30 y hasta 180 días),otras,2
2025,8923,Promociones de radio taxi,otras,1
2025,8926,Nomina de abonados (prestar servicio con menor cantidad de abonados),otras,2
2025,8942,"Taxi , transp escolar, remise, vehic fantasia , otro sin autorizacion",otras,115
2025,8943,Vehic transporte pasajeros no cumple con VTV,otras,122
2025,8944,Vehic transporte pasajeros en infraccion,otras,71
